eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,target1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,ishostkid,nhostkid,ransom,addnotes,scite1,dbsource
200000000021,2018,1,14,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.5510211219460093,40.01761098954278,1,0,"Wajir, Kenya","Hijacking attack in Wajir, North Eastern province",1,1,1,0,0,1,0,5,Hijacking,10,Religious Figures/Institutions,Private Citizens & Property in Wajir,Kenya,Sabaot Land Defence Force,2,Melee,0,0,0,3,0,0,0,2,0,0,0,,News Source,START
200000000022,2022,10,1,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.5997515669237894,34.98570678632497,1,0,"Eldoret, Kenya","Facility/Infrastructure Attack attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,20,Journalists & Media,Utilities in Eldoret,Kenya,Unknown,3,Melee,0,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000023,2022,11,5,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.678216780525099,41.627466800826454,1,0,"Mandera, Kenya","Bombing/Explosion attack in Mandera, North Eastern province",1,1,1,0,0,0,0,3,Bombing/Explosion,3,Educational Institution,Business in Mandera,Kenya,Unknown,8,Unknown,7,0,0,0,0,0,1,2,0,0,0,,News Source,START
200000000024,2005,3,9,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.07988855823090914,34.63092074354278,1,0,"Kisumu, Kenya","Armed Assault attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,1,Armed Assault,9,Journalists & Media,Police in Kisumu,Kenya,Al-Shabaab,3,Melee,2,0,0,6,0,0,0,3,0,0,0,,News Source,START
200000000025,2008,12,17,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.09367447966464494,34.65372976061836,1,0,"Kisumu, Kenya","Hostage Taking (Kidnapping) attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),17,Military,Utilities in Kisumu,Kenya,Al-Shabaab,9,Incendiary,0,0,0,3,0,0,0,3,1,3,0,,News Source,START
200000000026,2022,10,15,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.617811073646223,35.421224717662604,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,13,Private Citizens & Property,Transportation in Eldoret,Kenya,Unknown,7,Explosives,0,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000027,2014,11,18,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.35173591633100154,34.88228147887547,1,0,"Kisumu, Kenya","Armed Assault attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,1,Armed Assault,18,Tourists,Transportation in Kisumu,Kenya,Unknown,5,Unknown,2,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000028,2011,1,22,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,4.06150871734992,41.85600019277847,1,0,"Mandera, Kenya","Armed Assault attack in Mandera, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,7,Tourists,Transportation in Mandera,Kenya,Unknown,3,Incendiary,2,0,0,0,0,0,0,2,0,0,0,,News Source,START
200000000029,2023,12,8,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.328466264276785,40.888628934528136,1,0,"Lamu, Kenya","Hostage Taking (Kidnapping) attack in Lamu, Coast province",1,1,1,0,0,0,0,7,Hostage Taking (Kidnapping),1,Religious Figures/Institutions,Private Citizens & Property in Lamu,Kenya,Unknown,10,Melee,3,0,0,0,0,0,1,1,1,4,0,,News Source,START
200000000030,2019,6,21,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.6538707408544482,39.47018546395189,1,0,"Garissa, Kenya","Unknown attack in Garissa, North Eastern province",1,1,1,0,0,1,0,9,Unknown,1,Private Citizens & Property,Religious Figures/Institutions in Garissa,Kenya,Unknown,3,Firearms,0,0,0,0,0,0,1,2,0,0,0,,News Source,START
200000000031,2019,8,6,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.7742368474229697,41.72656275497854,1,0,"Mandera, Kenya","Armed Assault attack in Mandera, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,4,Tourists,Religious Figures/Institutions in Mandera,Kenya,Mungiki,1,Firearms,0,0,0,2,0,0,0,4,0,0,0,,News Source,START
200000000032,2016,12,16,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.219902427291504,41.153505931101336,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,0,0,1,Armed Assault,18,Tourists,Private Citizens & Property in Lamu,Kenya,Mungiki,8,Firearms,0,0,0,2,0,0,1,2,0,0,0,,News Source,START
200000000033,2018,1,11,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.546506879418405,40.68231127128038,1,0,"Lamu, Kenya","Hostage Taking (Barricade Incident) attack in Lamu, Coast province",1,1,1,0,0,0,0,6,Hostage Taking (Barricade Incident),6,Utilities,Business in Lamu,Kenya,Al-Shabaab,5,Incendiary,5,0,0,0,0,0,1,1,1,4,0,,News Source,START
200000000034,2008,10,10,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.6164143166979223,39.74312041064351,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,8,Educational Institution,Transportation in Garissa,Kenya,Unknown,2,Incendiary,0,0,0,4,0,0,1,4,0,0,0,,News Source,START
200000000035,2004,6,12,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.0977990416334142,40.985616814184546,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,1,0,1,Armed Assault,7,Religious Figures/Institutions,Utilities in Lamu,Kenya,Unknown,6,Explosives,2,0,0,2,0,0,1,2,0,0,0,,News Source,START
200000000036,2018,11,19,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.08803863439099328,34.880285122896076,1,0,"Kisumu, Kenya","Hostage Taking (Barricade Incident) attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,6,Hostage Taking (Barricade Incident),10,Journalists & Media,Business in Kisumu,Kenya,Unknown,1,Melee,1,0,0,1,0,0,0,1,1,1,0,,News Source,START
200000000037,2009,5,2,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.217740336430508,40.84218029334617,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,1,0,1,Armed Assault,4,Journalists & Media,Military in Lamu,Kenya,Sabaot Land Defence Force,9,Incendiary,1,0,0,3,0,0,1,3,0,0,0,,News Source,START
200000000038,2021,10,19,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.4243708144755548,39.66075410223951,1,0,"Garissa, Kenya","Hostage Taking (Kidnapping) attack in Garissa, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),14,Government (General),Business in Garissa,Kenya,Unknown,10,Unknown,1,0,0,0,0,0,0,2,1,8,0,,News Source,START
200000000039,2018,9,22,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,-0.4006429853698121,34.98268066422135,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,0,0,3,Bombing/Explosion,20,Journalists & Media,Religious Figures/Institutions in Kisumu,Kenya,Unknown,10,Melee,0,0,0,0,0,0,0,4,0,0,0,,News Source,START
200000000040,2005,10,14,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.6892967931961343,39.60854742009407,1,0,"Garissa, Kenya","Assassination attack in Garissa, North Eastern province",1,1,1,0,0,1,0,2,Assassination,15,NGO,Educational Institution in Garissa,Kenya,Al-Shabaab,12,Explosives,6,0,0,3,0,0,1,1,0,0,0,,News Source,START
200000000041,2010,6,26,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.7461653193574345,39.80945217285245,1,0,"Wajir, Kenya","Armed Assault attack in Wajir, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,2,Journalists & Media,Journalists & Media in Wajir,Kenya,Al-Shabaab,12,Incendiary,2,0,0,7,0,0,0,1,0,0,0,,News Source,START
200000000042,2009,4,26,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.2753694835722422,35.0615154835106,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,11,Journalists & Media,Educational Institution in Eldoret,Kenya,Al-Shabaab,7,Incendiary,12,0,0,1,0,0,1,4,0,0,0,,News Source,START
200000000043,2008,4,24,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.18284029776708544,34.756149267555266,1,0,"Kisumu, Kenya","Unarmed Assault attack in Kisumu, Nyanza province",1,1,1,0,0,1,0,8,Unarmed Assault,2,Tourists,Journalists & Media in Kisumu,Kenya,Unknown,3,Unknown,7,0,0,0,0,0,1,2,0,0,0,,News Source,START
200000000044,2007,3,20,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.282737626184392,37.07640860535416,1,0,"Nairobi, Kenya","Hostage Taking (Barricade Incident) attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,6,Hostage Taking (Barricade Incident),3,Business,Religious Figures/Institutions in Nairobi,Kenya,Unknown,8,Explosives,3,0,0,0,0,0,1,2,1,1,0,,News Source,START
200000000045,2016,8,2,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.883704548488361,41.7763209599258,1,0,"Mandera, Kenya","Assassination attack in Mandera, North Eastern province",1,1,1,0,0,1,0,2,Assassination,12,Government (General),Private Citizens & Property in Mandera,Kenya,Sabaot Land Defence Force,11,Firearms,4,0,0,3,0,0,0,3,0,0,0,,News Source,START
200000000046,2006,1,8,0,110,Kenya,11,Sub-Saharan Africa,Rift Valley,Eldoret,0.31249356571942266,35.068359478758595,1,0,"Eldoret, Kenya","Bombing/Explosion attack in Eldoret, Rift Valley province",1,1,1,0,0,1,0,3,Bombing/Explosion,4,NGO,Transportation in Eldoret,Kenya,Al-Shabaab,2,Incendiary,0,0,0,1,0,0,1,1,0,0,0,,News Source,START
200000000047,2018,1,25,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.5162611755749815,37.08109927416808,1,0,"Nairobi, Kenya","Unarmed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,8,Unarmed Assault,8,Transportation,Military in Nairobi,Kenya,Mungiki,13,Firearms,2,0,0,4,0,0,1,3,0,0,0,,News Source,START
200000000048,2007,6,25,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.1579615506658314,36.81358889227852,1,0,"Nairobi, Kenya","Hijacking attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,5,Hijacking,22,Religious Figures/Institutions,Military in Nairobi,Kenya,Al-Shabaab,8,Melee,0,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000049,2011,5,15,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.7876794353441716,41.774417596102346,1,0,"Mandera, Kenya","Hostage Taking (Barricade Incident) attack in Mandera, North Eastern province",1,1,1,0,0,0,0,6,Hostage Taking (Barricade Incident),10,Journalists & Media,Religious Figures/Institutions in Mandera,Kenya,Unknown,8,Explosives,3,0,0,3,0,0,1,4,1,9,0,,News Source,START
200000000050,2016,8,18,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.0351496866435521,36.99125078227445,1,0,"Nairobi, Kenya","Assassination attack in Nairobi, Nairobi province",1,1,1,0,0,0,0,2,Assassination,10,Business,Utilities in Nairobi,Kenya,Mungiki,10,Firearms,2,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000051,2017,8,9,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Wajir,1.546412306220374,39.86909252769647,1,0,"Wajir, Kenya","Unknown attack in Wajir, North Eastern province",1,1,1,0,0,1,0,9,Unknown,1,Religious Figures/Institutions,Educational Institution in Wajir,Kenya,Mungiki,8,Unknown,0,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000052,2012,10,20,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.3785924033804233,36.725371921137736,1,0,"Nairobi, Kenya","Armed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,1,Armed Assault,17,Tourists,Tourists in Nairobi,Kenya,Sabaot Land Defence Force,11,Incendiary,1,0,0,12,0,0,0,1,0,0,0,,News Source,START
200000000053,2010,4,6,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.170477576789974,40.70882158012185,1,0,"Lamu, Kenya","Unknown attack in Lamu, Coast province",1,1,1,0,0,1,0,9,Unknown,17,Military,Religious Figures/Institutions in Lamu,Kenya,Unknown,12,Unknown,2,0,0,0,0,0,0,3,0,0,0,,News Source,START
200000000054,2004,7,19,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.25166111202460023,39.69257216254044,1,0,"Garissa, Kenya","Hostage Taking (Kidnapping) attack in Garissa, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),19,Government (General),Government (General) in Garissa,Kenya,Unknown,12,Firearms,1,0,0,2,0,0,0,2,1,2,0,,News Source,START
200000000055,2007,1,8,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.0881501371083275,41.18935886136958,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,1,0,1,Armed Assault,7,Journalists & Media,Business in Lamu,Kenya,Al-Shabaab,7,Incendiary,0,0,0,3,0,0,0,3,0,0,0,,News Source,START
200000000056,2011,6,25,0,110,Kenya,11,Sub-Saharan Africa,Nyanza,Kisumu,0.1910372691732657,34.82361844130619,1,0,"Kisumu, Kenya","Bombing/Explosion attack in Kisumu, Nyanza province",1,1,1,0,0,1,1,3,Bombing/Explosion,20,Private Citizens & Property,Religious Figures/Institutions in Kisumu,Kenya,Al-Shabaab,7,Explosives,2,0,0,8,0,0,0,3,0,0,0,,News Source,START
200000000057,2004,7,21,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.37874323737404936,39.5416195142899,1,0,"Garissa, Kenya","Armed Assault attack in Garissa, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,3,Educational Institution,Educational Institution in Garissa,Kenya,Sabaot Land Defence Force,4,Unknown,3,0,0,12,0,0,0,4,0,0,0,,News Source,START
200000000058,2012,2,21,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.9760659719799363,42.15822038734504,1,0,"Mandera, Kenya","Armed Assault attack in Mandera, North Eastern province",1,1,1,0,0,1,0,1,Armed Assault,17,Government (General),Police in Mandera,Kenya,Al-Shabaab,9,Explosives,4,0,0,0,0,0,1,3,0,0,0,,News Source,START
200000000059,2012,6,22,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.34368968613271117,39.833650325547,1,0,"Garissa, Kenya","Bombing/Explosion attack in Garissa, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,9,Religious Figures/Institutions,Government (General) in Garissa,Kenya,Al-Shabaab,5,Firearms,0,0,0,5,0,0,0,4,0,0,0,,News Source,START
200000000060,2024,10,22,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.1887411619855315,40.89856431008296,1,0,"Lamu, Kenya","Assassination attack in Lamu, Coast province",1,1,1,0,0,1,0,2,Assassination,17,Transportation,Private Citizens & Property in Lamu,Kenya,Sabaot Land Defence Force,10,Explosives,0,0,0,1,0,0,0,3,0,0,0,,News Source,START
200000000061,2004,3,21,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,4.1859082063751485,41.99991971667314,1,0,"Mandera, Kenya","Hostage Taking (Kidnapping) attack in Mandera, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),22,Government (General),Educational Institution in Mandera,Kenya,Mungiki,8,Unknown,0,0,0,2,0,0,0,2,1,3,0,,News Source,START
200000000062,2018,4,19,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.37960046945700554,39.62464238522022,1,0,"Garissa, Kenya","Hostage Taking (Kidnapping) attack in Garissa, North Eastern province",1,1,1,0,0,1,0,7,Hostage Taking (Kidnapping),8,Business,Business in Garissa,Kenya,Al-Shabaab,13,Incendiary,9,0,0,0,0,0,1,1,1,6,0,,News Source,START
200000000063,2006,3,18,0,110,Kenya,11,Sub-Saharan Africa,Coast,Lamu,-2.3798420659143535,41.086458151090056,1,0,"Lamu, Kenya","Armed Assault attack in Lamu, Coast province",1,1,1,0,0,1,0,1,Armed Assault,17,Transportation,NGO in Lamu,Kenya,Mungiki,1,Melee,0,0,0,0,0,0,1,4,0,0,0,,News Source,START
200000000064,2022,8,21,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.2927450218141157,36.649925665091764,1,0,"Nairobi, Kenya","Facility/Infrastructure Attack attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,4,Facility/Infrastructure Attack,13,Transportation,Transportation in Nairobi,Kenya,Sabaot Land Defence Force,7,Firearms,5,0,0,0,0,0,0,1,0,0,0,,News Source,START
200000000065,2010,5,7,0,110,Kenya,11,Sub-Saharan Africa,Nairobi,Nairobi,-1.1393612711278678,36.55012956878789,1,0,"Nairobi, Kenya","Armed Assault attack in Nairobi, Nairobi province",1,1,1,0,0,1,0,1,Armed Assault,10,Educational Institution,Business in Nairobi,Kenya,Unknown,8,Incendiary,0,0,0,7,0,0,1,1,0,0,0,,News Source,START
200000000066,2005,3,5,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.4299052245747977,39.81453389890338,1,0,"Garissa, Kenya","Bombing/Explosion attack in Garissa, North Eastern province",1,1,1,0,0,1,0,3,Bombing/Explosion,16,Transportation,Utilities in Garissa,Kenya,Unknown,2,Incendiary,0,0,0,0,0,0,1,2,0,0,0,,News Source,START
200000000067,2016,2,3,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Garissa,-0.37709672206897793,39.8643062685118,1,0,"Garissa, Kenya","Unknown attack in Garissa, North Eastern province",1,1,1,0,0,1,0,9,Unknown,10,NGO,Educational Institution in Garissa,Kenya,Sabaot Land Defence Force,5,Firearms,4,0,0,3,0,0,0,3,0,0,0,,News Source,START
200000000068,2016,8,18,0,110,Kenya,11,Sub-Saharan Africa,North Eastern,Mandera,3.702280559207469,41.80197808432421,1,0,"Mandera, Kenya","Hijacking attack in Mandera, North Eastern province",1,1,1,0,0,0,0,5,Hijacking,5,Private Citizens & Property,Tourists in Mandera,Kenya,Sabaot Land Defence Force,6,Incendiary,0,0,0,0,0,0,1,2,0,0,0,,News Source,START
