id,latitude,longitude,location,region,category,threat_level,fatalities,timestamp,hour,day_of_week,month,distance_from_nairobi,distance_from_mombasa,distance_from_kisumu
KEN000088,3.528182073326634,42.28431357546224,Mandera,North Eastern,armed_conflict,medium,3,2023-09-19,0,1,9,7.2851274069729435,8.010893811507787,8.352807252897689
KEN000089,1.884331579789487,40.53787680017999,Wajir,North Eastern,civil_unrest,low,0,2022-05-16,0,0,5,4.888578644203225,5.991287422175707,6.108234290237929
KEN000090,2.6530459785857987,35.79442026724684,Lodwar,Rift Valley,civil_unrest,low,0,2021-06-21,0,0,6,4.076750101928029,7.736271547793727,2.9424295323585254
KEN000091,-1.1362326495567718,36.68189724945731,Nairobi,Nairobi,civil_unrest,low,0,2022-10-17,0,0,10,0.20951229341905295,4.16775809816885,2.1809128816100873
KEN000092,-0.16287683516103646,39.45885250293207,Garissa,North Eastern,violence,medium,1,2023-01-27,0,4,1,2.86856470359806,3.886265884112071,4.697544391927145
KEN000093,2.212463889919726,38.42248990942525,Marsabit,Eastern,armed_conflict,medium,0,2024-01-03,0,2,1,3.852772523350324,6.378783412355313,4.331172091275995
KEN000094,0.32827046382842207,35.76561919163452,Kabarnet,Rift Valley,terrorism,medium,0,2022-09-04,0,6,9,1.9342516863554147,5.8602486256322885,1.0923179773128204
KEN000095,4.424322389736031,41.79477313373586,Mandera,North Eastern,armed_conflict,medium,0,2023-05-02,0,1,5,7.576737565872749,8.73076911372887,8.36382225117552
KEN000096,1.2063015112498696,35.22531138921071,Kapenguria,Rift Valley,political,low,0,2024-04-26,0,4,4,2.9649798150270272,6.877475926195786,1.3882044968768394
KEN000097,1.08902525916673,34.669742676563395,Kapenguria,Rift Valley,violence,medium,0,2024-01-11,0,3,1,3.20960101019794,7.164313724998475,1.1947693364873686
KEN000098,-2.5441594281633395,40.62581761482262,Lamu,Coast,civil_unrest,low,0,2024-02-22,0,3,2,4.004677519103198,1.779059764756107,6.352246944921838
KEN000099,0.20731607472487806,34.91694198063902,Kisumu,Nyanza,political,low,0,2024-08-12,0,0,8,2.424275896153546,6.375256078596487,0.3462661881642819
KEN000100,-1.5619311399455462,37.23007993096807,Kiambu,Central,civil_unrest,low,0,2023-10-05,0,3,10,0.48930532403542204,3.4788810669823467,2.8677019518305342
KEN000101,2.5624099189537017,38.011160312180415,Marsabit,Eastern,civil_unrest,low,0,2022-01-06,0,3,1,4.033805499207904,6.81056725863126,4.202277756243881
KEN000102,0.8162166395576412,34.21920510529308,Bungoma,Western,civil_unrest,low,0,2025-12-11,0,3,12,3.3494805220465307,7.301259561153507,1.0666723182868403
KEN000103,-3.7255329758809377,40.00033417795774,Mombasa,Coast,civil_unrest,low,0,2025-05-02,0,4,5,4.00300385607042,0.45980010938971794,6.369602020893708
KEN000104,-2.007572097497972,40.94326657867611,Lamu,Coast,civil_unrest,low,0,2024-07-06,0,5,7,4.183008821186799,2.4022483643959687,6.46855534076422
KEN000105,-0.1286261115649115,34.319620460558795,Kisumu,Nyanza,civil_unrest,low,2,2024-03-24,0,6,3,2.7595424226810414,6.628238125782745,0.442868669658384
KEN000106,-2.516091250311618,40.403029479845635,Lamu,Coast,civil_unrest,low,0,2025-03-21,0,4,3,3.784526777849362,1.6949784225985989,6.136079307546997
KEN000107,-0.11365283532752812,39.9129227800168,Garissa,North Eastern,civil_unrest,low,0,2024-02-17,0,5,2,3.30804467117773,3.937459584140949,5.151235511680773
KEN000108,-2.49438479765133,41.38597764795983,Lamu,Coast,civil_unrest,low,0,2024-08-08,0,3,8,4.719776849732412,2.3131186649150015,7.042982497733069
KEN000109,0.8981457382792644,34.81560124927627,Kapenguria,Rift Valley,civil_unrest,low,0,2025-07-22,0,1,7,2.9702543781982844,6.925862923721428,1.0017968560377046
KEN000110,-2.583141125323346,40.86409729076566,Lamu,Coast,political,low,0,2023-02-08,0,2,2,4.24336495304722,1.8875429459769968,6.587436645742015
KEN000111,1.5730254639520749,40.14756393888562,Wajir,North Eastern,violence,medium,0,2022-09-11,0,6,9,4.389645151785142,5.636944923726504,5.640382143371314
KEN000112,-0.8915490111066502,36.375218825348355,Kiambu,Central,civil_unrest,low,0,2021-09-06,0,0,9,0.5999709713741266,4.558346197141666,1.7962502222932613
KEN000113,-1.2267513165130859,36.32697084741918,Nairobi,Nairobi,civil_unrest,low,0,2021-02-06,0,5,2,0.49922471544169156,4.37011274408123,1.9273527153200811
KEN000114,0.08726496913726574,35.06228669910908,Kisumu,Nyanza,armed_conflict,medium,0,2023-10-26,0,3,10,2.235819019231048,6.186893935213005,0.3553158288220203
KEN000115,0.7009605194509164,36.114069123746084,Kabarnet,Rift Valley,civil_unrest,low,0,2025-10-15,0,2,10,2.115021225324309,5.928047900124448,1.5728855860698907
KEN000116,-2.7278458939075274,40.5659994809895,Lamu,Coast,civil_unrest,low,0,2021-02-18,0,3,2,4.009943540178359,1.5927930295374206,6.370550119511535
KEN000117,3.052755333956389,35.14066165770736,Lodwar,Rift Valley,violence,medium,0,2025-07-11,0,4,7,4.658790640993023,8.4175675349613,3.1776335687539845
KEN000118,2.246899788667653,37.69347828034224,Marsabit,Eastern,terrorism,medium,1,2023-07-27,0,3,7,3.644745286430045,6.593076320759387,3.7568063168341443
KEN000119,-1.2724041321912751,36.90525837809008,Nairobi,Nairobi,political,low,0,2024-08-01,0,3,8,0.08565364210906559,3.91315968427929,2.4421753072369166
KEN000120,2.0391621890056664,38.11286658356348,Marsabit,Eastern,civil_unrest,low,0,2025-05-30,0,4,5,3.572660422119123,6.2783629507892655,3.9769019971952644
KEN000121,3.5057327861866194,41.80416538881683,Mandera,North Eastern,political,low,0,2025-04-10,0,3,4,6.9168032969580215,7.845588811699121,7.912869122026683
KEN000122,-2.111863335458708,40.72719006422469,Lamu,Coast,violence,medium,1,2025-01-22,0,2,1,3.990401284569573,2.202879969477872,6.294904163547733
KEN000123,-0.15342242616859697,34.93109040145936,Kisumu,Nyanza,terrorism,medium,1,2024-11-20,0,2,11,2.207203559955446,6.129674614448298,0.17696566064963135
KEN000124,-1.1967691242501861,37.179770448969194,Kiambu,Central,civil_unrest,low,0,2025-06-03,0,1,6,0.3703501506907203,3.7810260921330174,2.6542694407199714
KEN000125,2.4685029668369136,37.71460117697268,Marsabit,Eastern,violence,high,5,2022-06-04,0,5,6,3.8651067340438354,6.7987301021166076,3.915116742150961
KEN000126,0.6310199378155004,36.11101829452002,Kabarnet,Rift Valley,armed_conflict,medium,0,2024-07-05,0,4,7,2.0503031713406714,5.8740682950435685,1.5356664146671288
KEN000127,1.7088120461072704,34.705800715789415,Kapenguria,Rift Valley,violence,medium,0,2026-01-09,0,4,1,3.671968040316837,7.597006024199568,1.8118745434275791
KEN000128,-4.299352709577626,39.999077191341705,Mombasa,Coast,terrorism,medium,1,2021-12-04,0,5,12,4.374702705835443,0.41825868161747587,6.711647391803383
KEN000129,0.09849303030799073,35.900945304603034,Kabarnet,Rift Valley,terrorism,medium,1,2023-11-11,0,5,11,1.667904831492156,5.598956528060424,1.1567876021440886
KEN000130,1.5741331615632388,40.22489338556358,Wajir,North Eastern,civil_unrest,low,0,2025-02-21,0,4,2,4.449231003064945,5.645149233051792,5.714593147077254
KEN000131,-1.0615681945013056,36.89903892734846,Kiambu,Central,violence,medium,1,2023-05-13,0,5,5,0.2430953053001198,4.069418919075958,2.3427772030177683
KEN000132,0.3560453091307415,37.62456366497974,Isiolo,Eastern,civil_unrest,low,0,2021-12-29,0,2,12,1.8332080948676763,4.85102549951135,2.8993063183460914
KEN000133,-1.1947045249588408,36.72996532381835,Kiambu,Central,terrorism,medium,3,2022-01-13,0,3,1,0.13393230843645662,4.0925369480227385,2.2511407157264287
KEN000134,-2.7083326097104394,41.336436026805515,Lamu,Coast,violence,medium,0,2022-05-20,0,4,5,4.731463868839343,2.1367459842537415,7.072416913726915
KEN000135,-0.23596421409137047,39.54000520680415,Garissa,North Eastern,civil_unrest,low,0,2022-09-16,0,4,9,2.9160793393755067,3.809693250903197,4.780177142569424
KEN000136,-0.41697155345259035,35.179452489171375,Kisumu,Nyanza,civil_unrest,low,0,2024-02-17,0,5,2,1.8610436920673374,5.770663981691166,0.5230662224535615
KEN000137,4.320806463348408,41.59507977194893,Mandera,North Eastern,civil_unrest,low,0,2022-07-10,0,6,7,7.368036651757427,8.583384429719894,8.139905729337574
KEN000138,-0.6787939644518639,39.962714318513676,Garissa,North Eastern,violence,medium,2,2024-01-24,0,2,1,3.2001341966580563,3.3775709303379005,5.232877845051098
KEN000139,-0.8086029224567715,36.55233980009078,Kiambu,Central,violence,medium,0,2022-11-28,0,0,11,0.5535631177814707,4.491452313859744,1.9249405140223466
KEN000140,-0.002625606472898112,37.35674025400012,Isiolo,Eastern,civil_unrest,low,0,2021-10-25,0,0,10,1.395993663617784,4.655267126775954,2.59694993785543
KEN000141,1.8254869170064092,39.831460666559806,Wajir,North Eastern,armed_conflict,medium,0,2023-11-07,0,1,11,4.333220925684892,5.871257231397543,5.423877770211514
KEN000142,-1.603787436407785,37.135956507822364,Kiambu,Central,armed_conflict,medium,2,2025-05-17,0,5,5,0.4424709573746462,3.5163126278284302,2.8092452356664346
KEN000143,-3.5493606387788326,39.83003918984938,Mombasa,Coast,violence,high,10,2024-06-21,0,4,6,3.7608678488997604,0.5199669524875281,6.129516996706118
KEN000144,0.16237793817391755,35.652577853005205,Kabarnet,Rift Valley,violence,medium,1,2022-12-06,0,1,12,1.8662315922969381,5.8150348630299,0.9293356951842157
KEN000145,2.2395835021583754,40.48430096792429,Wajir,North Eastern,terrorism,medium,0,2022-02-03,0,3,2,5.087825587544294,6.335862931356842,6.183212094782873
KEN000146,-0.24485530225702357,39.17626038052476,Garissa,North Eastern,civil_unrest,low,0,2022-05-31,0,1,5,2.5767681809459444,3.830366317847455,4.416864712503766
KEN000147,-0.0016056666393827052,34.777379427696495,Kisumu,Nyanza,terrorism,medium,3,2025-01-17,0,4,1,2.417734475704086,6.344843234668596,0.10180896010252088
KEN000148,0.7335743204450695,37.95025669010745,Isiolo,Eastern,civil_unrest,low,0,2021-06-18,0,4,6,2.3187378619888963,5.076590221700022,3.296272513119087
KEN000149,-0.3805585710691507,40.07283074047625,Garissa,North Eastern,violence,medium,1,2023-04-08,0,5,4,3.3763084065337914,3.685222645637076,5.318420182396223
KEN000150,0.8171007674155681,35.90940688583504,Kabarnet,Rift Valley,violence,medium,0,2022-06-01,0,2,6,2.2981234868180795,6.144425562678315,1.470491413359501
KEN000151,-4.265747376250738,40.01964863755126,Mombasa,Coast,political,low,0,2022-12-08,0,3,12,4.366712157589949,0.4158245316079578,6.706798836211775
KEN000152,-4.485719439003633,39.86323522885855,Mombasa,Coast,armed_conflict,medium,1,2022-05-07,0,5,5,4.4100935472479454,0.4833185002962283,6.7261359162157595
KEN000153,-0.32041037398653593,39.36899460484661,Garissa,North Eastern,violence,medium,1,2021-05-16,0,6,5,2.726145934344108,3.7350930686956074,4.612459142709458
KEN000154,2.1827362404447745,38.01540462196864,Marsabit,Eastern,civil_unrest,low,0,2023-10-14,0,5,10,3.6740903881871074,6.441874749129301,3.9758681303481405
KEN000155,4.1968898231221345,41.50410970572899,Mandera,North Eastern,armed_conflict,medium,1,2025-01-21,0,1,1,7.214713924111,8.442427902244992,7.996390557444081
KEN000156,-1.6766638013224964,36.865159488973696,Nairobi,Nairobi,political,low,0,2023-01-08,0,6,1,0.3869892772078753,3.6686441225369317,2.62744706577095
KEN000157,2.2229762785700355,37.94934676840599,Marsabit,Eastern,civil_unrest,low,0,2021-02-25,0,3,2,3.6914627804916136,6.497936701880231,3.9455717768853167
KEN000158,-0.9455284205740774,36.355626348962325,Nairobi,Nairobi,civil_unrest,low,0,2021-09-24,0,4,9,0.5809672773210052,4.535479258080651,1.8032759164543684
KEN000159,-2.662906520093726,41.390275271000135,Lamu,Coast,armed_conflict,medium,2,2021-05-02,0,6,5,4.769608278697217,2.2071659647044917,7.105999437472893
KEN000160,-0.21609164054099306,39.49335140850206,Garissa,North Eastern,armed_conflict,high,9,2022-02-05,0,5,2,2.8800080933242698,3.8314001070112083,4.733021905438918
KEN000161,2.011472662221736,39.822346428325005,Wajir,North Eastern,armed_conflict,medium,0,2025-05-28,0,2,5,4.462764961750405,6.056934460733245,5.484318954577877
KEN000162,-0.17896621936221202,39.78400425354113,Garissa,North Eastern,armed_conflict,medium,1,2022-02-17,0,3,2,3.164352765170694,3.8662684809553527,5.022890907393121
KEN000163,-1.5147615630261917,36.37933562587997,Kiambu,Central,civil_unrest,low,0,2021-11-04,0,3,11,0.4954204243766321,4.148631937637356,2.1475742565636886
KEN000164,-1.8816750997907308,41.04781081265521,Lamu,Coast,political,low,0,2021-06-06,0,6,6,4.266839696404055,2.564529760708575,6.5331248862819065
KEN000165,1.4870919059789975,35.16971322551107,Kapenguria,Rift Valley,violence,medium,2,2022-11-29,0,1,11,3.233207198441714,7.1290833976558465,1.6408301419105824
KEN000166,-0.13581467014305493,39.353611366310666,Garissa,North Eastern,armed_conflict,medium,3,2025-01-05,0,6,1,2.7832639483794934,3.9203278747606944,4.592034401232414
